title,url,content																					
Mayr clutched the host country flag as she finished, and the added drama of that late duel certainly outshined the excitement of the earlier menâ€™s race.																					
Mayr finished in 48:14 and Kisang was second in 48:51.																					
Mayr, a seven-time world champion who was second at last yearâ€™s World Mountain Running Championships Uphill race, was incredible. Mayr, now age 43, is a former steeplechaser and a two-time Olympic marathoner. This was her first world championships win since 2016, and comes a remarkable 17 years after her first win in 2006. Her other wins came in 2008, 2010, 2012, and 2014 â€” all uphill years, back when the championships alternated uphill and up-and-down years. Mayr, as with menâ€™s winner Kipgneno, won â‚¬4,000. That was part of a total â‚¬16,500 cash purse that went five deep.																					
Philaries Kisang on her way to finishing second at the 2023 World Mountain Running Championships Uphill race. Photo: iRunFar/Sarah Brady																					
Grayson Murphy, coolly racing in a sprint-style one-piece suit, chased in third at 49:11. Murphy was the 2019 World Mountain Running Champion.																					
Fourth- and fifth-placeLaura HottenrottandValentine Jepkoech Ruttoof Germany and Kenya finished in 49:56 and 49:59.																					
Early pace pusher McLaughlin would finish 13th in 52:27.																					
Kenya easily won the team race, placing three runners inside the top 10. Their 17 points was followed by Germany with 33 for second place, and the U.K. was third with 51 points.																					
[Editorâ€™s Note:Christel Dewalle previously served a four-month doping ban after a positive test for the stimulant Heptaminol at the 2016 Skyrunning World Championships.]																					
Full results.																					
The event continues with the Trail World Championships 40k on Thursday, June 8, the Trail World Championships 80k on Friday, June 9, and the World Mountain Running Championships Up and Down race on Saturday, June 10.																					
Philaries Kisang (left) and Grayson Murphy (middle) run close together in the early kilometers off the 2023 World Mountain Running Championships Uphill race. Kisang would finish second, and Murphy third. Photo: iRunFar/Meghan Hicks																					
Related articles:"																					
2023 Zegama-Aizkorri Marathon Results: Victory for Manuel Merillas and Daniela Oemus,https://www.irunfar.com/2023-zegama-aizkorri-marathon-results,"Spainâ€™sManuel Merillasand Germanyâ€™sDaniela Oemuswon the 2023Zegama-Aizkorri Marathon, in doing so ushering in first-time champions and new storylines to the iconic event.																					
Like last year, the Zegama Marathon opened the 2023 Golden Trail World Series (GTWS) when the event started on Sunday morning local time, on May 14, 2023. The event is a doozy, delivering over 8,800 feet of climb in the marathon-length course through steep ascents and descents, and consistently technical terrain.																					
An enthusiastic Florian Reichert running the 2023 Zegama Marathon. Photo: Golden Trail Series | Zegama Aizkorri Marathon | Martina Valmassoi																					
Zegama also delivers one of the best fan-runner interaction experiences in the sport of trail running, with a purported 15,000-plus fans lining its mountainous course come rain or shine to watch the competition.																					
While this yearâ€™s event didnâ€™t match last yearâ€™s deep competition and fast-and-furious racing to both the womenâ€™s and menâ€™s course records, set at 4:16:43 byNienke Brinkmanfor the women and 3:36:40 byKilian Jornetfor the men, it was the same celebratory party of trail running for which the event is known, along with plenty of competition to keep us all on our toes.																					
Unlike last yearâ€™s nearly perfect racing weather, this year brought rain, thick clouds, and tricky underfoot conditions courtesy of that weather, likely slowing times on the burly course by a bit, but certainly not tempering the energy of both runners and fans.																					
The 2023 Zegama Marathon saw a new champion in Germanyâ€™sDaniela Oemus, who crossed the line in 4:31:54. It was most certainly a breakout victory for Oemus, whose top results until now have been a fourth place at the 2022 Marathon Mont-Blanc and a 14th at the 2022 OCC.																					
Oemus ran to victory through placing herself in podium position or nearly so from about 15 kilometers onward. She moved into first position by the halfway point, at the top of the Aizkorri climb, which is the courseâ€™s high point. From there, she added seconds to her lead at each of the checkpoints, including on the final technical downhill back to the town of Zegama. At the finish, she was just over 2 minutes clear of her nearest competitor.																					
Daniela Oemus of Germany on her way to winning the 2023 Zegama Marathon. Photo: Golden Trail Series | Zegama Aizkorri Marathon | Martina Valmassoi																					
Second place was New Zealandâ€™sCaitlin Fielder, who finished in 4:34:04. Like champion Oemus, Fielder put herself in podium position early in the race and stuck with it, never falling back further than fourth position, no matter if it was a steep up or down, or one of the eventâ€™s sneakily fast flat sections. When she crossed the line to celebrate her second place, she had plenty of distance on third place, some 3.5 minutes.																					
Theres Leboeufof Switzerland improved on both her place and time from the 2022 edition of this race, taking third in 4:37:41. Last year, she was seventh in 4:39:55.																					
Full results.																					
Theres Leboeuf on her way to taking third at the 2023 Zegama Marathon. Photo: Golden Trail Series | Zegama Aizkorri Marathon | Martina Valmassoi																					
Because of the Zegama Marathonâ€™s iconic status as a competitive spring mountain race, over the years itâ€™s brought in the top competitors of mountain running, who often return year after year. Spainâ€™sManuel Merillasâ€™sstory is no different.																					
Merillas has finished the event at least a half dozen times, landing on the podium multiple times and as close as second place in the past. In 2022, he took third in 3:45:43, we believe his fastest time at the event until now. This year, he vaulted all the way to the winnerâ€™s position, setting another Zegama Marathon personal best in 3:42:01.																					
Merillas ran to victory using a style which has previously worked well for him, by letting others set the pace and moving up as the race progresses. This year, he moved into pole position by around 34k into the race, and increased his lead to a scant 27 seconds at the finish.																					
Manuel Merillas on his way to winning the 2023 Zegama Marathon. Photo: Golden Trail Series | Zegama Aizkorri Marathon | Martina Valmassoi																					
MoroccanElhousine Elazzaouialso improved on last yearâ€™s fourth place in taking second place this year, and a time improvement by about five minutes. Elazzaoui moved into podium position a few kilometers after the halfway point, and landed in second by around 28k in, a position heâ€™d hold to the finish.																					
Jon Albon, who is from the U.K., but who lives in Norway, took third place in 3:45:01. Albon raced steadily all race, running in or just beyond podium position by a couple seconds, from basically the first checkpoint onward. He even moved into the leadership position by 28k, before yielding it at about 34k, and moving back into third place by the finish line.																					
Full results.																					
RÃ©mi Bonnet running another Zegama Marathon at the 2023 edition. Photo: Golden Trail Series | Zegama Aizkorri Marathon | Martina Valmassoi																					
Related articles:"																					
2023 Transvulcania Ultramarathon by UTMB Results: Jones Earns Second Win, Valmassoi Her First,https://www.irunfar.com/2023-transvulcania-ultramarathon-results,"More than a decade after winning the 2012Transvulcania Ultramarathon by UTMB,Dakota Jonesreturned to the Spanish island of La Palma to earn his second victory in the 2023 edition. In the womenâ€™s race, decorated Italian mountain runnerMartina Valmassoicame away victorious.																					
The 2023 Transvulcania Ultramarathon brought talent together from around the world. Notably, in contrast to more than a decade of strong performances from the host country, no Spanish man finished in the top 10 (Ignasi Ferrerwas 14th), whileCristina Santurinowas the top Spanish woman in 10th.																					
Before dawn on Saturday morning, May 6, from El Faro de Fuencaliente, the south tip of La Palma island, Transvulcania fired off and runners raced for the sky. By the time the 72-kilometer (44.7 miles) course concluded in the city of Los Llanos de Aridane on the islandâ€™s west side, participants racked up some 4,600 meters (15,000 feet) of climbing. During that distance, they ran through volcanic cinder, over lava rocks, among the islandâ€™s famous banana plantations, over the islandâ€™s approximately 2,420-meter (7,940 feet) high point, and on the race courseâ€™s infamous descent from that high point to sea level.																					
Dakota Jones after earning his second win at the 2023 Transvulcania Ultramrarathon by UTMB. Photo: Transvulcania Ultramarathon by UTMB																					
Once things shook out over the first two hours, the 2023 Transvulcania Ultramarathon turned into a three-woman race. Polandâ€™sEdyta Lewandowskawas the pacesetter on the womenâ€™s side, going through Los Canarios seven kilometers into the race in 49:19, a full two minutes ahead of South Africaâ€™sMeg MackenzieandMartina Valmassoiof Italy. From there, Lewandowska continued to hold a two-to-four-minute lead over Valmassoi in second though El ReventÃ³n (31 kilometers), while Mackenzie settled into third, running by herself in the womenâ€™s race.																					
As the race continued its relentless climb, Lewandowska added to her lead over Valmassoi, expanding it to seven minutes at 37k, 12 minutes at 46k, and 14.5 minutes at the raceâ€™s high point of Roque de los Muchachos (51k).																					
And, then, Valmassoi started descending. Wow. Just nine kilometers later at the checkpoint of Torre del Time, Valmassoi had cut a full 13 minutes off of Lewandowskaâ€™s lead, trailing by merely a minute and a half. Fast forward to the next checkpoint in the seaside town of Tazacorte at 68k and Valmassoi had a 13-minute lead on Lewandowska with less than five kilometers to go. Game over.																					
Martina Valmassoi won the 2023 Transvulcania Ultramarathon in 9:09:13. Edyta Lewandowska held on to second, finishing in a time of 9:21:40, while Meg Mackenzie continued onto to the finish in Los Llanos de Aridane in her long-held third position in 9:28:06.																					
Notably, Mackenzie was a full half an hour behind Lewandowska at the raceâ€™s highpoint at 51k, and closed the gap to just seven and a half minutes at the finish.																					
Martina Valmassoi after her win of the 2023 Transvulcania Ultramarathon by UTMB. Photo: Transvulcania Ultramarathon by UTMB																					
Full results.																					
The 2023 Transvulcania Ultramarathon by UTMB womenâ€™s podium (left-to-right): 2. Edyta Lewandowska, 1. Martina Valmassoi, and 3. Meg Mackenzie. Photo: Transvulcania Ultramarathon by UTMB																					
By the second aid station at Las Deseadas at 17k, the menâ€™s podium formed at the head of the race, even if that wasnâ€™t clear at the time, with Franceâ€™sDamien Humbert,Dakota Jonesof the U.S., and Italian runnerAndreas Reitererat the head of the race. Fourteen kilometers later at El ReventÃ³n (31k), Reiterer and Jones had a few-second lead on Humbert.																					
From there, Jones made what would become the decisive move of the race, putting more than a minute on Humbert and four on Reiterer by Punta de los Roques at 37k. Jones added a small amount to his lead as the race continued to climb to its highpoint at Roque de los Muchachos (51k) and then quickly added even more to his lead at the start of the nearly 8,000-foot descent from peak to ocean.																					
After the relatively small climb back to the finish in Los Llanos de Aridane, Dakota Jones won in 7:02:16 with Damien Humbert taking second exactly eight minutes later in 7:10:16. After spending the second half of the race running alone in third, Andreas Reiterer held onto that position, finishing in 7:17:26.																					
The 2023 Transvulcania Ultramarathon by UTMB menâ€™s podium (left-to-right): 2. Damien Humbert, 1. Dakota Jones, and 3. Andreas Reiterer. Photo: Transvulcania Ultramarathon by UTMB																					
Full results.																					
The start of the 2023 Transvulcania Ultramarathon by UTMB. Photo: Transvulcania Ultramarathon by UTMB																					
Related articles:"																					
2023 Cocodona 250 Mile Results: McKnight Makes Comeback, Ostaszewski Takes Gold,https://www.irunfar.com/2023-cocodona-250-mile-results,"There was plenty of drama in the 2023Cocodona 250 Mileâ€” it just happened over days of running through the Arizona desert.																					
The 2023 edition began on Monday, May 1, and concludes on Saturday, May 6. Now in its third year, the ultramarathon once again delivered the goods.																					
The route begins in Black Canyon City and finishes in Flagstaff. With nearly 40,000 feet of elevation gain, a maximum altitude of 9,135 feet, and a cutoff time of 125 hours, the Cocodona 250 Mile demands every ounce of physical and mental strength from its runners.																					
Michael McKnight, 2023 Cocodona 250 Mile champion, at an aid station with some of his crew. Photo courtesy of Michael McKnight.																					
Itâ€™s also long enough to deliver some surprises, and this year was no exception.																					
Michael McKnightendured a tough first half of the race, then drew on some hidden reserves to crank back to first place for what event officials called theâ€œultimate comeback.â€Sarah Ostaszewskicame in first for women, while running for the Aravaipa Racing Team.																					
Runners continued to trickle over the finish line as of Friday afternoon.																					
Sarah Ostaszewski on her way to winning the 2023 Cocodona 250 Mile. Photo courtesy of Sarah Ostaszewski.																					
After snagging a second-place finishlast year,Michael McKnightdelivered a time of 69:41:31 to take first place this week â€” but it was a rocky road.																					
â€œMichael suffered through some tough patches in the first half of the race but rallied hard and put the hammer down in the higher elevations to wind his way up to the win,â€ the race organization wrote onInstagram.																					
Josh Perrycame in second with a finish time of 70:57:52. He showed the traits of a seasoned thru hiker by delivering a swift and steady performance, organizers said.																					
Coming in third wasMichael Greerwith a finish time of 72:47:07. Greer dropped out of the race line-up last year after a fall left him with a broken hip just a few weeks before the race. Returning this year â€” and making it to the podium â€” marks another remarkable comeback story.																					
Michael McKnight on his way to winning the 2023 Cocodona 250 Mile. Photo courtesy of Michael McKnight.																					
Full results.																					
Sarah Ostaszewskikeeps getting faster. The runner has participated in the Cocodona 250 Mile for all three years, and once again upped her game. She placed fifth in 2021 with a time of 99:24:49. She knocked that down to 84:21:24 for a third place last year.																					
Then she sliced nearly 12 hours off her time for a 72:50:27 finish on Thursday, taking first for the women.																					
Aliza Lapierrecrossed the finish line about four hours later, arriving with a time of 77:04:14. She slowed in the final 50k after injuring her neck in a fall.																					
Then thereâ€™s third-placeMika Thewes, who fought through several falls, then â€œrepeatedly rubbed some dirt onto those wounds and carried on,â€ the event wrote onInstagram.																					
She arrived just an hour and a half after Lapierre, earning a time of 78:27:13.																					
Sarah Ostaszewski, 2023 Cocodona 250 Mile champion (center), along with her crew. Photo courtesy of Sarah Ostaszewski.																					
Full results.																					
Related articles:"																					
2023 USATF Mountain Running Championships Results: Murphy is Double Champion and Curts Cleans Up,https://www.irunfar.com/2023-usatf-mountain-running-championships-results,"[Editorâ€™s Note:This article is written by guest writer,Jim Graham. Also, our article with Saturdayâ€™s2023 USATF Vertical Mountain ChampionshipsÂ resultsis now live.]																					
When veteran New Hampshire mountain runner and race co-directorTom Hooperposted a pre-race note advising, â€œWear shoes with large lugs,â€ it meant that an already technical course would be downright epic on Sunday, April 30, for the 2023USATF Mountain Running Championships.																					
Rain-soaked with deep mud, loose leaves, slippery roots, and even slush, the championships event at Mount Sunapee featured deep menâ€™s and womenâ€™s fields, vying for spots on Team USA at the 2023 World Trail and Mountain Running Championships in Innsbruck, Austria, June 6 to 10.																					
It wasDaniel CurtsandGrayson Murphywho, ahem, weathered the conditions best to win Sundayâ€™s race.																					
Curtsâ€™s win follows his third place at Saturdayâ€™s USATF Vertical Mountain Championships, and Murphy doubled up with wins in both daysâ€™ events. You can read our2023 USATF Vertical Mountain Championships results articlefor more of that race story.																					
â€œThe talent here was amazing for both the men and women, so seeing athletes of that caliber racing on such a technical course on a day like this was absolutely amazing,â€ Hooper said.																					
The light rain that arrived midway through Saturdayâ€™s vertical race turned into a downpour overnight, with temperatures dipping to the low 40s Fahrenheit and the wind gusting to over 30 miles per hour by Sunday morning. Covering 8.2 miles with 3,400 feet of elevation gain, the two-lap course was designed with the world championships in mind, saidPaul Kirsch, race co-director.																					
â€œWe pride ourselves on designing challenging courses that will give the U.S. the best team possible, and these courses are a great test for selecting our top runners for Austria,â€ Kirsch said.																					
Grayson Murphyfollowed up Saturdayâ€™s USATF Vertical Mountain Championships victory with another commanding win in this classic up/down race, finishing in 1:08:56, leadingAllie McLaughlin, 1:11:53	Rachel Tomajczyk, 1:16:35	 andKasie Enman, 1:16:40. These top four made the U.S. team.																			
This means that this yearâ€™s Team USA womenâ€™s classic up/down team will contain three world champions: Murphy, who was the 2019 World Mountain Running Championships winner	 McLaughlin, the 2022 World Mountain Running Championships Uphill winner	 and Enman, the 2011 World Mountain Running Championships winner.																			
â€œWe have such a strong team and with such great experience, Iâ€™m really excited to see what we can do in Austria,â€ Murphy said.																					
Starting at the base of the mountains, Murphy and McLaughlin stayed close through most of the first climb, with Murphy opening a gap on a flatter section near the summit and gaining a lead of about a minute. But Murphy knew sheâ€™d have to stay aggressive down the steep and untracked ski-area glades just beyond, which saw runners taking spills throughout the day.																					
â€œAllieâ€™s a great competitor. She always comes prepared and shows up with her A game, so I knew I couldnâ€™t afford to back off,â€ said Murphy, who extended her lead to 1:36 by the end of the first lap.																					
McLaughlin, who will compete in both the vertical and classic up/down world championships races, said sheâ€™s worked hard on her downhill technique since she began preparing for the Alaskaâ€™sMount Marathon Racelast year, which she won in course-record-setting time. â€œI could see how strong Grayson was on the downhills, so I really just tried to focus on holding on and having fun with it, without taking any huge risks,â€ she said.																					
Grayson Murphy, 2023 USATF Mountain Running Championships winner. Photo: Joe Viger																					
Full results.																					
Daniel Curtssaid he had hoped for a better finish in Saturdayâ€™s vertical race, where he took third place, and he went to bed Saturday night thinking about redemption and a win in Sundayâ€™s classic up/down race. But he wasnâ€™t so sure when he woke up.																					
â€œHonestly, my legs felt terrible when I got up. I actually had doubts about finishing,â€ Curts said. â€œBut as we got closer to the race and I warmed up a little, it all came back pretty well.â€																					
Going out in a tight group, Curts gradually opened a small gap by the summit and completed the first lap in the lead by 24 seconds. Keeping the pressure on, Curts padded his lead on the second lap climb, winning in 1:01:04. He was followed closely throughout by a pack that included CanadianAlexandre Ricard, who won the vertical race on Saturday and was second on Sunday, in 1:02:43	Morgan Elliott, 1:02:51	Liam Meirow, 1:03:16	 CanadianRÃ©mi Leroux, 1:03:26	 andEdward Owens, 1:03:27.																	
Curts, Elliot, Meirow, and Owens qualified for the U.S. team, with Ricard and Leroux being Canadian.																					
â€œBasically, I knew I was okay at the top of the second loop, so after that I really focused on staying composed and staying on my feet,â€ Curts said. â€œIt was a tough course out there, and it wouldâ€™ve really easy to take a spill.â€																					
Daniel Curts on his way to winning the 2023 USATF Mountain Running Championships. Photo: Joe Viger																					
Full results.																					
Related articles:"																					
2023 Canyons by UTMB 100 Mile and 100k Results: Ultramarathon Sprint Finishes and Golden Tickets Galore,https://www.irunfar.com/2023-canyons-by-utmb-100-mile-and-100k-results,"Change was in the air at this yearâ€™s Canyons by UTMB event, held on Friday and Saturday, April 28 and 29, in Auburn, California. There was the addition of a new 100-mile race, as well as a change to a multi-looped format for both the 100-kilometer and 100-mile races, as opposed to the net uphill, point-to-point course which the 100k had traditionally followed.																					
The new routes for both the 100k and 100 miler promised to stay on the historic Western States Trail for at least 50% of the distance â€” taking in 10,500 feet and 17,000 feet of elevation gain respectively â€” but avoided the parts of the trail still feeling the effects of record snowfall this past winter.																					
The 2023Canyons by UTMB 100khad its appeal as the final Western States 100 Golden Ticket race, where the top-two women and men earn entry into the race. The winners wereIda Nilsson, a Swede who lives in Norway, andCole Watson, and both were successful in their second attempts at securing Golden Tickets this year.																					
The event was also a UTMB World Series Major, meaning the top-10 men and women in the 50k, 100k, and 100-mile races secured entry into the UTMB Worlds Series finals, held this August, in Chamonix, France. This brought some competition especially to the 2023Canyons by UTMB 100 Milefor its promised spots on the 2023 UTMB start line, where wins were credited toMathieu ClÃ©ment, of Switzerland, andAlyssa Clark.																					
In this article, we first break down the 2023 Canyons by UTMB 100k, and follow it up with details from the 2023 Canyons by UTMB 100 Mile.																					
Mathieu ClÃ©ment outsprints Can-Hua Luo to win the 2023 Canyons by UTMB 100 Mile. Photo: Patrick McDermott â€“ Getty Images for Canyons Endurance Runs by UTMB																					
Eventual winnerCole Watsonstarted fairly conservatively, and was still back in sixth place at the 23k Cool aid station, letting others do the leadership work. He had moved into podium position by halfway, eventually taking the lead at Drivers Flat at 78k, to win the race in a time of 8:34:39. Watson missed out on the Golden Ticket with afourth-place finish at the Black Canyon 100kearlier this year, but has now earned his ticket to the Western States 100. From what we understand, he immediately accepted it.																					
Adam Merryâ€” who formed part of the USA team whotook gold at the 2022 Trail World Championships 80kâ€” also started further back to climb up through the field, moving into second position with 10k to go. He finished second in 8:50:40, affording him the opportunity to join those gold-medal-winning teammatesAdam PetermanandJeff Coltat the Western States 100.																					
Justin Grunewaldbounced back from a DNF at the McDowell Mountain Frenzy 50 Mile two weeks ago to take third in 8:53:30, just three minutes back from Merry, who had passed him in the raceâ€™s closing stages.																					
Cole Watson wins the 2023 Canyons by UTMB 100k. Photo: Patrick McDermott â€“ Getty Images for Canyons Endurance Runs by UTMB																					
Full results.																					
Ida Nilsson, of Sweden but living in Norway, really wanted the Western States 100 Golden Ticket. Flying all the way to the Black Canyon 100k this past February, andmissing the ticket with a fifth-place finish, she returned to the U.S. to race this event. She held off the rest of the womenâ€™s field commandingly, to cross the line in 9:51:07, and eagerly accepted that coveted Golden Ticket.																					
Canadaâ€™sPriscilla Forgiewas the second-place woman, crossing the line some nine minutes after Nilsson. While she earned a Golden Ticket, we understand sheâ€™s taking some time to decide if sheâ€™ll accept it.																					
Spainâ€™sAroa Siowas back this year, after takingthird at last yearâ€™s Canyons by UTMB 100k. Well guess what, third place for her again, rounding out an all-international podium.																					
Ida Nilsson wins the 2023 Canyons by UTMB 100k. Photo: Patrick McDermott â€“ Getty Images for Canyons Endurance Runs by UTMB																					
Full results.																					
One thing is for sure,Mathieu ClÃ©mentof Switzerland andCan-Hua Luoof China donâ€™t do ties. Neither could shake the other until the home stretch â€” the actual finish chute â€” when ClÃ©ment outsprinted Luo for the win. Both started reasonably conservatively, running in sixth and seventh respectively by the first checkpoint 5k in, before steadily climbing up the field.																					
Luo was the aggressor and was steadily gaining momentum for the first third of the race, before taking the lead by the first Browns Bar checkpoint, around the 30k mark.																					
ClÃ©ment had taken a little longer to make his move, but by the second Browns Bar checkpoint at 49k, he had crept his way up the field and overtaken Luo to move into the lead, by a margin of 32 seconds. We believe that was about the biggest gap there would be between the two for the rest of the day, as Luo caught up and they mostly ran the second half of the race together until that sprint finish.																					
Canyon Woodwardhad started out ahead of the two eventual winners, running in second at the 5k mark at No Hands Bridge, and briefly held the lead at the 23k mark. He fell back as far as ninth at the Mammoth Bar checkpoint, but recovered well to take the third podium spot in 17:46:05.																					
Mathieu ClÃ©ment, 2023 Canyons by UTMB 100 Mile champion. Photo: Patrick McDermott â€“ Getty Images for Canyons Endurance Runs by UTMB																					
Full results.																					
Alyssa Clarktook the win in 20:13:21, having run a steady and smart race at the front of the womenâ€™s field. This continues a great run of form for Clark, who also won the 2023 Hurt 100 Mile, as well as last yearâ€™s Lake Sonoma 100k and Moab 240 Mile.																					
Alexis Crellinran close to Clark all day, and just five minutes separated the two at Foresthill checkpoint at 106k, but Clark pulled away in the raceâ€™s final third. Crellin ultimately finished second in 20:55:06.																					
Prolific 100-mile racerAnnie Hughesclosed out the podium in 21:26, after running much of the race in third place. Hughes was the winner of the 2021 Leadville Trail 100 Mile, as well as the 2022 Cocodona 250 Mile and Run Rabbit Run 100 Mile.																					
Alyssa Clark, 2023 Canyons by UTMB 100 Mile champion. Photo: Patrick McDermott â€“ Getty Images for Canyons Endurance Runs by UTMB																					
Full results.																					
Related articles:"																					
2023 USATF Vertical Mountain Championships Results: Murphy, Ricard, and Gray Prevail,https://www.irunfar.com/2023-usatf-vertical-mountain-championships-results,"[Editorâ€™s Note:This article is written by guest writer,Jim Graham. Also, our article with Sundayâ€™s2023 USATF Mountain Running Championships resultsis now live.]																					
From smooth dirt road to slick roots, mud, and rocky climbs with grades up 40%, New Hampshireâ€™s Mount Sunapee delivered every condition imaginable over four miles and 1,900 feet of gain to test top mountain running talents in the 2023USATF Vertical Mountain Championships.																					
In the womenâ€™s race,Grayson Murphytook home the win via a huge gap on the rest of the field, to become the 2023 USATF Vertical Mountain Championships winner.																					
In the menâ€™s open race, CanadianAlexandre Ricardwas victorious, while second place and the first American home wasJoseph Gray, 2023 USATF Vertical Mountain Championships winner.																					
On day one of the two-day 2023 USATF Mountain Running Championships, hosted this year by theSunapee Scramble, the USATF Vertical Mountain Championships saw the top-three women and top-four men vying for national team selection for the World Trail and Mountain Running Championships in Austria, from June 6 to 10. The 2022 World Mountain Running Championships Uphill champion,Allie McLaughlin, earned an automatic spot to compete on Team USAâ€™s vertical team in Austria, leaving one less womenâ€™s spot to be claimed at this event.																					
Runners return to Mount Sunapee on Sunday, April 30, for the classic up/down mountain race, the USATF Mountain Running Championships, an 8.2-mile, two-loop race â€” and with heavy rain in the forecast overnight, a proving ground for both mountain runners and mud-taming trail shoes. Awarding $6,000 in total prize money, the Sunapee Scramble weekend is the first time that the U.S. has hosted a two-day championship to select Team USAâ€™s vertical and classic up/down teams.																					
Grayson Murphyopened a commanding lead from the get-go, hitting the singletrack more than a minute up on the field, and extending the gap through the gnarly climbs and winning the USATF Vertical Mountain Championships title in 35:47, more than four minutes up.																					
Taking second wasRachel Tomajczyk, 40:28	 andAlexandra Lawson, 41:03, with the top-three women punching their tickets to Austria.																				
A cold drizzle that arrived mid-race turned into steady, wind-driven rain, adding a new level of challenge for even the top women finishers.																					
â€œI wanted to go out hard and see if I could open things up before we went on the singletrack,â€ said Murphy, who is also racing Sundayâ€™s classic up/down event. â€œThen I was hoping I could just chill on the second half, where it was so technical I knew itâ€™d be harder for anyone to make up a lot of time.â€																					
Grayson Murphy on her way to winning the 2023 USATF Vertical Mountain Championships at the Sunapee Scramble. Photo: Joe Viger																					
Full results.																					
Strategy proved critical over the first 1.5 miles, with the leaders jockeying for position on a smooth gravel road before dropping down onto rugged singletrack, where steep, wet, and technical climbs made picking a line and passing an added challenge. CanadianAlexandre Ricardled a tight pack of five into the woods and never let up, taking the overall win in the open race, in 32:12.																					
Leading the U.S. men and winning the USATF Vertical Mountain Championships title was perennial favoriteJoseph Gray, second overall in 32:23.																					
He was followed closely byDaniel Curts, 32:28	Edward Owens, 32:40	 andGarrett Corcoran, 32:43. Those top-four Americans earned spots on Team USA.																			
Following Ricard closely, Gray took a bad fall on the technical second half, dropping to third before recovering to grab another national title. â€œI took a spill and lost some time there, so I was glad I was able to recover and move back up a bit,â€ said Gray, who will focus on the vertical race at worlds in June. â€œI went down pretty hard, so I was a little worried after that and played it safe to the end.â€																					
Alexandre Ricard (foreground) the 2023 Sunapee Scramble Vertical Race menâ€™s winner, and Joseph Gray (background) the 2023 USATF Vertical Mountain Championships winner. Photo: Joe Viger																					
Full results.																					
Related articles:"																					
2023 Marathon des Sables Results: Victory for Mohamed El Morabity and Maryline Nakache,https://www.irunfar.com/2023-marathon-des-sables-results-victory-for-mohamed-el-morabity-and-maryline-nakache,"For the 2023Marathon des Sables, victory goes toMohamed El Morabityof Morocco andMaryline Nakacheof France.																					
Taking place in the Sahara Desert in Morocco, the 2023 edition of the 250-kilometer (150 miles), seven-day, five-stage race kicked off on Sunday, April 23, with the final competitive stage closing on Friday, April 28.																					
Mohamed El Morabity on his way to winning the 2023 Marathon des Sables. Photo: iRunFar/Jon Bromley																					
Each year, more than 1,000 runners compete in the eventâ€™s five competitive stages, sleep at night in campsites, and operate with food and gear self-sufficiency. The race organization provides a shade tent in the camp, plenty of water, and medical and emergency assistance, when needed.																					
Given it takes place in the Sahara Desert, the event is known for its heat, as well as its sandy and rocky terrain. Official weather sources pointed to temperatures tipping over the 100 degrees Fahrenheit (38 Celsius) mark during several days of this yearâ€™s event, and thermometers on the ground pitched up above 115 degrees Fahrenheit (46 Celsius).																					
There were big upsets in the latter stages of both the menâ€™s and womenâ€™s races, with nine-time championRachid El Morabityof Moroccowithdrawing after receiving a penalty for an infringementfollowing the fourth stage, while in second place in the overall classification.																					
On the womenâ€™s side, 2019 champion, race leader for the first three stages, and Dutch runner and firm favoriteRagna Debatsstruggled with digestive issues during the long Stage 4, and fell back out of contention for the win.																					
Although Mohamed El Morabityâ€™s victory might be somewhat tainted by the controversy surrounding his older brotherâ€™s withdrawal, Mohamed ran a stormer of a race, had already finished first in three of the four stages, and was in the lead overall at the time of the incident. While heâ€™s finished in second place a remarkable five times at this event â€“ each time behind his brother â€” this is his first victory of the Marathon des Sables.																					
Womenâ€™s champion Maryline Nakache had also run a steady and consistent race from the start, finishing second in each of the first four stages before ultimately moving into the overall womenâ€™s lead during Stage 4. This was her debut Marathon des Sables.																					
Maryline Nakache, 2023 Marathon des Sables womenâ€™s champion. Photo: iRunFar/Jon Bromley																					
It was a speedy start to the week, with the first stage being about 36 kilometers long, featuring a climb to the summit of this eventâ€™s infamous Jebel El Otfal. Stormy and windy conditions in the afternoon made things difficult for the latter runners, but the front end of the race was largely unaffected by the storm.																					
Stage 1 went along predicted lines, withRachid El Morabitytaking the lead and finishing the stage in a time of 2:46. His younger brother,Mohamed El Morabity, and fellow Moroccan,Aziz Yachou, followed just a minute back in 2:47. The 2022 UTMB second-place man,Mathieu Blanchard, of France, was the first overseas runner to finish the stage, in fourth place in a time of 2:51.																					
Stage 2 was a bit shorter at just under 32k, but it moved into more technical terrain with increased elevation change. Rachid again took off in front, but in the latter part of the stage and on a smooth run into the finish, he was overtaken by his brother Mohamed, who won the stage in a time of 2:29, less than a minute ahead of Rachid in second and Yachou in third. Rachid still held the overall lead by a narrow margin at the end of the stage, followed by Mohamed and Yachou. Blanchard, who had finished fifth in the second stage behind Russiaâ€™sVasilii Korytkin, held on to fourth place overall.																					
Aziz Yachou takes second at the 2023 Marathon des Sables. Photo: iRunFar/Jon Bromley																					
In the third stage of around 34k, Mohamed asserted his dominance, winning the stage in 2:30 to Rachid and Yachouâ€™s 2:33, and extending his overall lead to three minutes. Blanchard continued to hold his own in fourth place.																					
